

Var[grouping | dispersion]: 1.6480


After each iteration, results will be shown.
0.879092 | Epoch 1 [-549291] => tp: 87662|87662, fp: 636953|912338, fn: 0|0, tot: 363047|87662 from 1000000
0.461721 | Epoch 2 [-83682] => tp: 8693|8693, fp: 13406|18890, fn: 78969|78969, tot: 907625|902141 from 1000000
0.429372 | Epoch 3 [-44319] => tp: 32931|32931, fp: 22519|40115, fn: 54731|54731, tot: 922750|905154 from 1000000
0.364260 | Epoch 4 [-69057] => tp: 16969|16969, fp: 15333|26170, fn: 70693|70693, tot: 913974|903137 from 1000000
0.284107 | Epoch 5 [-79041] => tp: 10317|10317, fp: 12013|19771, fn: 77345|77345, tot: 910642|902884 from 1000000
0.246022 | Epoch 6 [35112] => tp: 77546|77546, fp: 32318|66475, fn: 10116|10116, tot: 957566|923409 from 1000000
0.187531 | Epoch 7 [33820] => tp: 77546|77546, fp: 33610|68294, fn: 10116|10116, tot: 956274|921590 from 1000000
0.148485 | Epoch 8 [33528] => tp: 77546|77546, fp: 33902|68688, fn: 10116|10116, tot: 955982|921196 from 1000000
0.143267 | Epoch 9 [30522] => tp: 77546|77546, fp: 36908|72913, fn: 10116|10116, tot: 952976|916971 from 1000000
0.118919 | Epoch 10 [31771] => tp: 77546|77546, fp: 35659|71164, fn: 10116|10116, tot: 954225|918720 from 1000000
0.105352 | Epoch 11 [31382] => tp: 77546|77546, fp: 36048|71696, fn: 10116|10116, tot: 953836|918188 from 1000000
0.091351 | Epoch 12 [31689] => tp: 77546|77546, fp: 35741|71266, fn: 10116|10116, tot: 954143|918618 from 1000000
0.087704 | Epoch 13 [29099] => tp: 77546|77546, fp: 38331|74920, fn: 10116|10116, tot: 951553|914964 from 1000000
0.086181 | Epoch 14 [25865] => tp: 77546|77546, fp: 41565|79485, fn: 10116|10116, tot: 948319|910399 from 1000000
0.079147 | Epoch 15 [25070] => tp: 77546|77546, fp: 42360|80601, fn: 10116|10116, tot: 947524|909283 from 1000000
0.074628 | Epoch 16 [25070] => tp: 77546|77546, fp: 42360|80601, fn: 10116|10116, tot: 947524|909283 from 1000000
0.069297 | Epoch 17 [25070] => tp: 77546|77546, fp: 42360|80601, fn: 10116|10116, tot: 947524|909283 from 1000000
0.063371 | Epoch 18 [25070] => tp: 77546|77546, fp: 42360|80601, fn: 10116|10116, tot: 947524|909283 from 1000000
0.060245 | Epoch 19 [25070] => tp: 77546|77546, fp: 42360|80601, fn: 10116|10116, tot: 947524|909283 from 1000000
0.055234 | Epoch 20 [25070] => tp: 77546|77546, fp: 42360|80601, fn: 10116|10116, tot: 947524|909283 from 1000000
0.051416 | Epoch 21 [25070] => tp: 77546|77546, fp: 42360|80601, fn: 10116|10116, tot: 947524|909283 from 1000000
0.048298 | Epoch 22 [25070] => tp: 77546|77546, fp: 42360|80601, fn: 10116|10116, tot: 947524|909283 from 1000000
0.047140 | Epoch 23 [25440] => tp: 77760|77760, fp: 42418|80680, fn: 9902|9902, tot: 947680|909418 from 1000000
0.048041 | Epoch 24 [28155] => tp: 79327|79327, fp: 42837|81293, fn: 8335|8335, tot: 948828|910372 from 1000000
0.047064 | Epoch 25 [32080] => tp: 81596|81596, fp: 43450|82184, fn: 6066|6066, tot: 950484|911750 from 1000000
0.042333 | Epoch 26 [31402] => tp: 81201|81201, fp: 43338|82035, fn: 6461|6461, tot: 950201|911504 from 1000000
0.039349 | Epoch 27 [32500] => tp: 81544|81544, fp: 42926|81460, fn: 6118|6118, tot: 950956|912422 from 1000000
0.038683 | Epoch 28 [38305] => tp: 85085|85085, fp: 44203|83277, fn: 2577|2577, tot: 953220|914146 from 1000000
0.035568 | Epoch 29 [40145] => tp: 85112|85112, fp: 42417|80753, fn: 2550|2550, tot: 955033|916697 from 1000000
0.039281 | Epoch 30 [42617] => tp: 87662|87662, fp: 45045|84494, fn: 0|0, tot: 954955|915506 from 1000000
0.031414 | Epoch 31 [45427] => tp: 86166|86166, fp: 39243|76308, fn: 1496|1496, tot: 959261|922196 from 1000000
0.033074 | Epoch 32 [44565] => tp: 87662|87662, fp: 43097|81740, fn: 0|0, tot: 956903|918260 from 1000000
0.030803 | Epoch 33 [46817] => tp: 87662|87662, fp: 40845|78621, fn: 0|0, tot: 959155|921379 from 1000000
0.029725 | Epoch 34 [46854] => tp: 87662|87662, fp: 40808|78565, fn: 0|0, tot: 959192|921435 from 1000000
0.028524 | Epoch 35 [47384] => tp: 87662|87662, fp: 40278|77806, fn: 0|0, tot: 959722|922194 from 1000000
0.026828 | Epoch 36 [48594] => tp: 87662|87662, fp: 39068|76093, fn: 0|0, tot: 960932|923907 from 1000000
0.023925 | Epoch 37 [50992] => tp: 87662|87662, fp: 36670|72722, fn: 0|0, tot: 963330|927278 from 1000000
0.022148 | Epoch 38 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.023799 | Epoch 39 [50562] => tp: 87662|87662, fp: 37100|73314, fn: 0|0, tot: 962900|926686 from 1000000
0.021974 | Epoch 40 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.019605 | Epoch 41 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.020639 | Epoch 42 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.019331 | Epoch 43 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.018154 | Epoch 44 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.018185 | Epoch 45 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.016326 | Epoch 46 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.017059 | Epoch 47 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.015723 | Epoch 48 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.016630 | Epoch 49 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.014281 | Epoch 50 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.014467 | Epoch 51 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.013947 | Epoch 52 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.012670 | Epoch 53 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.012626 | Epoch 54 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.013810 | Epoch 55 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.011759 | Epoch 56 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.012269 | Epoch 57 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.012048 | Epoch 58 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.011805 | Epoch 59 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.011682 | Epoch 60 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.010162 | Epoch 61 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.010122 | Epoch 62 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.009869 | Epoch 63 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.009853 | Epoch 64 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.009271 | Epoch 65 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.009210 | Epoch 66 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.008867 | Epoch 67 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
0.008552 | Epoch 68 [51239] => tp: 87662|87662, fp: 36423|72372, fn: 0|0, tot: 963577|927628 from 1000000
