

Var[grouping | dispersion]: 1.9575


After each iteration, results will be shown.
0.313912 | Epoch 1 [-90550] => tp: 0|0, fp: 0|0, fn: 90550|90550, tot: 909450|909450 from 1000000
0.510298 | Epoch 2 [-493409] => tp: 90550|90550, fp: 583959|896489, fn: 0|0, tot: 416041|103511 from 1000000
0.509155 | Epoch 3 [-491329] => tp: 90550|90550, fp: 581879|893347, fn: 0|0, tot: 418121|106653 from 1000000
0.497783 | Epoch 4 [-177726] => tp: 51460|51460, fp: 190096|303658, fn: 39090|39090, tot: 770814|657252 from 1000000
0.484185 | Epoch 5 [-90769] => tp: 0|0, fp: 219|249, fn: 90550|90550, tot: 909231|909201 from 1000000
0.506167 | Epoch 6 [-453564] => tp: 90550|90550, fp: 544114|838620, fn: 0|0, tot: 455886|161380 from 1000000
0.486578 | Epoch 7 [-90560] => tp: 2102|2102, fp: 4214|5428, fn: 88448|88448, tot: 907338|906124 from 1000000
0.500510 | Epoch 8 [-293264] => tp: 80140|80140, fp: 362994|567238, fn: 10410|10410, tot: 626596|422352 from 1000000
0.497520 | Epoch 9 [-199897] => tp: 66753|66753, fp: 242853|384343, fn: 23797|23797, tot: 733350|591860 from 1000000
0.500632 | Epoch 10 [-288286] => tp: 82504|82504, fp: 362744|567410, fn: 8046|8046, tot: 629210|424544 from 1000000
0.498282 | Epoch 11 [-214473] => tp: 74662|74662, fp: 273247|429332, fn: 15888|15888, tot: 710865|554780 from 1000000
0.501949 | Epoch 12 [-311116] => tp: 87369|87369, fp: 395304|615436, fn: 3181|3181, tot: 601515|381383 from 1000000
0.498307 | Epoch 13 [-205779] => tp: 78228|78228, fp: 271685|425926, fn: 12322|12322, tot: 715993|561752 from 1000000
0.503958 | Epoch 14 [-340465] => tp: 89851|89851, fp: 429617|665731, fn: 699|699, tot: 569684|333570 from 1000000
0.492679 | Epoch 15 [-103886] => tp: 56977|56977, fp: 127290|201200, fn: 33573|33573, tot: 839137|765227 from 1000000
0.482852 | Epoch 16 [-81775] => tp: 10685|10685, fp: 12595|20228, fn: 79865|79865, tot: 907540|899907 from 1000000
0.505203 | Epoch 17 [-316338] => tp: 90550|90550, fp: 406888|629829, fn: 0|0, tot: 593112|370171 from 1000000
0.496768 | Epoch 18 [-166213] => tp: 82938|82938, fp: 241539|375382, fn: 7612|7612, tot: 750849|617006 from 1000000
0.491869 | Epoch 19 [-108200] => tp: 71912|71912, fp: 161474|252182, fn: 18638|18638, tot: 819888|729180 from 1000000
0.485524 | Epoch 20 [-82333] => tp: 49344|49344, fp: 90471|142259, fn: 41206|41206, tot: 868323|816535 from 1000000
0.491101 | Epoch 21 [-111314] => tp: 76334|76334, fp: 173432|269832, fn: 14216|14216, tot: 812352|715952 from 1000000
0.496986 | Epoch 22 [-172367] => tp: 85299|85299, fp: 252415|390732, fn: 5251|5251, tot: 742334|604017 from 1000000
0.475722 | Epoch 23 [-80249] => tp: 32818|32818, fp: 55335|87042, fn: 57732|57732, tot: 886933|855226 from 1000000
0.480712 | Epoch 24 [-88008] => tp: 57005|57005, fp: 111468|173714, fn: 33545|33545, tot: 854987|792741 from 1000000
0.487838 | Epoch 25 [-111536] => tp: 75897|75897, fp: 172780|267778, fn: 14653|14653, tot: 812567|717569 from 1000000
0.481533 | Epoch 26 [-97489] => tp: 68587|68587, fp: 144113|223623, fn: 21963|21963, tot: 833924|754414 from 1000000
0.482631 | Epoch 27 [-105108] => tp: 72196|72196, fp: 158950|246140, fn: 18354|18354, tot: 822696|735506 from 1000000
0.483111 | Epoch 28 [-110682] => tp: 73988|73988, fp: 168108|260169, fn: 16562|16562, tot: 815330|723269 from 1000000
0.479535 | Epoch 29 [-107572] => tp: 71046|71046, fp: 159114|246320, fn: 19504|19504, tot: 821382|734176 from 1000000
0.479327 | Epoch 30 [-110671] => tp: 72432|72432, fp: 164985|255354, fn: 18118|18118, tot: 816897|726528 from 1000000
0.470452 | Epoch 31 [-99496] => tp: 63943|63943, fp: 136832|212011, fn: 26607|26607, tot: 836561|761382 from 1000000
0.473771 | Epoch 32 [-108263] => tp: 69326|69326, fp: 156365|241913, fn: 21224|21224, tot: 822411|736863 from 1000000
0.469475 | Epoch 33 [-107732] => tp: 65907|65907, fp: 148996|230574, fn: 24643|24643, tot: 826361|744783 from 1000000
0.459281 | Epoch 34 [-93926] => tp: 59946|59946, fp: 123268|191089, fn: 30604|30604, tot: 846128|778307 from 1000000
0.476314 | Epoch 35 [-126938] => tp: 74944|74944, fp: 186276|287884, fn: 15606|15606, tot: 798118|696510 from 1000000
0.449151 | Epoch 36 [-82926] => tp: 59253|59253, fp: 110882|171757, fn: 31297|31297, tot: 857821|796946 from 1000000
0.452832 | Epoch 37 [-100251] => tp: 60183|60183, fp: 130067|201482, fn: 30367|30367, tot: 839566|768151 from 1000000
0.458415 | Epoch 38 [-112902] => tp: 64755|64755, fp: 151862|234693, fn: 25795|25795, tot: 822343|739512 from 1000000
0.462249 | Epoch 39 [-118603] => tp: 69938|69938, fp: 167929|259520, fn: 20612|20612, tot: 811459|719868 from 1000000
0.441154 | Epoch 40 [-95669] => tp: 59991|59991, fp: 125101|193628, fn: 30559|30559, tot: 844340|775813 from 1000000
0.430088 | Epoch 41 [-81289] => tp: 59218|59218, fp: 109175|168920, fn: 31332|31332, tot: 859493|799748 from 1000000
0.433660 | Epoch 42 [-95015] => tp: 60202|60202, fp: 124869|193220, fn: 30348|30348, tot: 844783|776432 from 1000000
0.432441 | Epoch 43 [-98951] => tp: 61113|61113, fp: 130627|202176, fn: 29437|29437, tot: 839936|768387 from 1000000
0.429498 | Epoch 44 [-99282] => tp: 62244|62244, fp: 133220|206094, fn: 28306|28306, tot: 838474|765600 from 1000000
0.429519 | Epoch 45 [-101802] => tp: 64811|64811, fp: 140874|217790, fn: 25739|25739, tot: 833387|756471 from 1000000
0.424588 | Epoch 46 [-99903] => tp: 65685|65685, fp: 140723|217428, fn: 24865|24865, tot: 834412|757707 from 1000000
0.415442 | Epoch 47 [-97930] => tp: 63496|63496, fp: 134372|207845, fn: 27054|27054, tot: 838574|765101 from 1000000
0.402080 | Epoch 48 [-91637] => tp: 61123|61123, fp: 123333|190724, fn: 29427|29427, tot: 847240|779849 from 1000000
0.408675 | Epoch 49 [-98002] => tp: 66296|66296, fp: 140044|216370, fn: 24254|24254, tot: 835702|759376 from 1000000
0.403226 | Epoch 50 [-96600] => tp: 67604|67604, fp: 141258|218370, fn: 22946|22946, tot: 835796|758684 from 1000000
0.376994 | Epoch 51 [-87467] => tp: 61276|61276, fp: 119469|184810, fn: 29274|29274, tot: 851257|785916 from 1000000
0.374921 | Epoch 52 [-90117] => tp: 63183|63183, fp: 125933|194630, fn: 27367|27367, tot: 846700|778003 from 1000000
0.365546 | Epoch 53 [-88744] => tp: 63236|63236, fp: 124666|192713, fn: 27314|27314, tot: 848020|779973 from 1000000
0.352923 | Epoch 54 [-86737] => tp: 62410|62410, fp: 121007|187112, fn: 28140|28140, tot: 850853|784748 from 1000000
0.351595 | Epoch 55 [-85055] => tp: 66952|66952, fp: 128409|198496, fn: 23598|23598, tot: 847993|777906 from 1000000
0.332037 | Epoch 56 [-82044] => tp: 64224|64224, fp: 119942|185485, fn: 26326|26326, tot: 853732|788189 from 1000000
0.325273 | Epoch 57 [-81258] => tp: 66257|66257, fp: 123222|190542, fn: 24293|24293, tot: 852485|785165 from 1000000
0.304966 | Epoch 58 [-78973] => tp: 62593|62593, fp: 113609|175489, fn: 27957|27957, tot: 858434|796554 from 1000000
0.322740 | Epoch 59 [-78264] => tp: 75009|75009, fp: 137732|212799, fn: 15541|15541, tot: 846727|771660 from 1000000
0.311786 | Epoch 60 [-76029] => tp: 75752|75752, fp: 136983|211613, fn: 14798|14798, tot: 848219|773589 from 1000000
0.287890 | Epoch 61 [-72065] => tp: 72425|72425, fp: 126365|195287, fn: 18125|18125, tot: 855510|786588 from 1000000
0.276284 | Epoch 62 [-68573] => tp: 73628|73628, fp: 125279|193597, fn: 16922|16922, tot: 857799|789481 from 1000000
0.266414 | Epoch 63 [-66871] => tp: 74360|74360, fp: 125041|193245, fn: 16190|16190, tot: 858769|790565 from 1000000
0.276719 | Epoch 64 [-64137] => tp: 83081|83081, fp: 139749|215671, fn: 7469|7469, tot: 852782|776860 from 1000000
0.243338 | Epoch 65 [-58091] => tp: 77167|77167, fp: 121875|188258, fn: 13383|13383, tot: 864742|798359 from 1000000
0.238099 | Epoch 66 [-54146] => tp: 80310|80310, fp: 124216|191897, fn: 10240|10240, tot: 865544|797863 from 1000000
0.234733 | Epoch 67 [-49519] => tp: 84934|84934, fp: 128837|198915, fn: 5616|5616, tot: 865547|795469 from 1000000
0.220224 | Epoch 68 [-45130] => tp: 83980|83980, fp: 122540|189246, fn: 6570|6570, tot: 870890|804184 from 1000000
0.221163 | Epoch 69 [-45350] => tp: 87218|87218, fp: 129236|199490, fn: 3332|3332, tot: 867432|797178 from 1000000
0.204764 | Epoch 70 [-38157] => tp: 86782|86782, fp: 121171|187140, fn: 3768|3768, tot: 875061|809092 from 1000000
0.205834 | Epoch 71 [-40525] => tp: 89287|89287, fp: 128549|198363, fn: 1263|1263, tot: 870188|800374 from 1000000
0.190959 | Epoch 72 [-34482] => tp: 88300|88300, fp: 120532|186207, fn: 2250|2250, tot: 877218|811543 from 1000000
0.176892 | Epoch 73 [-28756] => tp: 87815|87815, fp: 113836|175925, fn: 2735|2735, tot: 883429|821340 from 1000000
0.175804 | Epoch 74 [-28279] => tp: 88816|88816, fp: 115361|178270, fn: 1734|1734, tot: 882905|819996 from 1000000
0.159981 | Epoch 75 [-20660] => tp: 87188|87188, fp: 104486|161672, fn: 3362|3362, tot: 892152|834966 from 1000000
0.153725 | Epoch 76 [-17418] => tp: 87586|87586, fp: 102040|157909, fn: 2964|2964, tot: 894996|839127 from 1000000
0.148294 | Epoch 77 [-14913] => tp: 88150|88150, fp: 100663|155767, fn: 2400|2400, tot: 896937|841833 from 1000000
0.151565 | Epoch 78 [-13535] => tp: 89874|89874, fp: 102733|158962, fn: 676|676, tot: 896591|840362 from 1000000
0.148983 | Epoch 79 [-11945] => tp: 90145|90145, fp: 101685|157317, fn: 405|405, tot: 897910|842278 from 1000000
0.142775 | Epoch 80 [-8280] => tp: 89910|89910, fp: 97550|150896, fn: 640|640, tot: 901810|848464 from 1000000
0.141396 | Epoch 81 [-6986] => tp: 90196|90196, fp: 96828|149672, fn: 354|354, tot: 902818|849974 from 1000000
0.125011 | Epoch 82 [6762] => tp: 89559|89559, fp: 81806|126780, fn: 991|991, tot: 917203|872229 from 1000000
0.120406 | Epoch 83 [10443] => tp: 89579|89579, fp: 78165|121285, fn: 971|971, tot: 920864|877744 from 1000000
0.120025 | Epoch 84 [13358] => tp: 90124|90124, fp: 76340|118458, fn: 426|426, tot: 923234|881116 from 1000000
0.117697 | Epoch 85 [16321] => tp: 90222|90222, fp: 73573|114372, fn: 328|328, tot: 926099|885300 from 1000000
0.112287 | Epoch 86 [19690] => tp: 90244|90244, fp: 70248|109526, fn: 306|306, tot: 929446|890168 from 1000000
0.116614 | Epoch 87 [19855] => tp: 90484|90484, fp: 70563|109935, fn: 66|66, tot: 929371|889999 from 1000000
0.108875 | Epoch 88 [20144] => tp: 90470|90470, fp: 70246|109532, fn: 80|80, tot: 929674|890388 from 1000000
0.109574 | Epoch 89 [20239] => tp: 90497|90497, fp: 70205|109476, fn: 53|53, tot: 929742|890471 from 1000000
0.100113 | Epoch 90 [21321] => tp: 90410|90410, fp: 68949|107360, fn: 140|140, tot: 930911|892500 from 1000000
0.103432 | Epoch 91 [20822] => tp: 90547|90547, fp: 69722|108888, fn: 3|3, tot: 930275|891109 from 1000000
0.100083 | Epoch 92 [21710] => tp: 90550|90550, fp: 68840|107291, fn: 0|0, tot: 931160|892709 from 1000000
0.105646 | Epoch 93 [20898] => tp: 90550|90550, fp: 69652|108801, fn: 0|0, tot: 930348|891199 from 1000000
0.103205 | Epoch 94 [20874] => tp: 90550|90550, fp: 69676|108865, fn: 0|0, tot: 930324|891135 from 1000000
0.099017 | Epoch 95 [24187] => tp: 90550|90550, fp: 66363|102633, fn: 0|0, tot: 933637|897367 from 1000000
0.092710 | Epoch 96 [35188] => tp: 90550|90550, fp: 55362|85147, fn: 0|0, tot: 944638|914853 from 1000000
0.099125 | Epoch 97 [27562] => tp: 90550|90550, fp: 62988|97033, fn: 0|0, tot: 937012|902967 from 1000000
0.092901 | Epoch 98 [36418] => tp: 90550|90550, fp: 54132|83045, fn: 0|0, tot: 945868|916955 from 1000000
0.086703 | Epoch 99 [57918] => tp: 90550|90550, fp: 32632|50506, fn: 0|0, tot: 967368|949494 from 1000000
0.092160 | Epoch 100 [45280] => tp: 90550|90550, fp: 45270|69378, fn: 0|0, tot: 954730|930622 from 1000000
0.099200 | Epoch 101 [30341] => tp: 90550|90550, fp: 60209|92376, fn: 0|0, tot: 939791|907624 from 1000000
0.086395 | Epoch 102 [63202] => tp: 90550|90550, fp: 27348|43069, fn: 0|0, tot: 972652|956931 from 1000000
0.084224 | Epoch 103 [66457] => tp: 90550|90550, fp: 24093|38402, fn: 0|0, tot: 975907|961598 from 1000000
0.085507 | Epoch 104 [63783] => tp: 90550|90550, fp: 26767|42545, fn: 0|0, tot: 973233|957455 from 1000000
0.084116 | Epoch 105 [66023] => tp: 90550|90550, fp: 24527|39560, fn: 0|0, tot: 975473|960440 from 1000000
0.079537 | Epoch 106 [69244] => tp: 90550|90550, fp: 21306|34930, fn: 0|0, tot: 978694|965070 from 1000000
0.073527 | Epoch 107 [70934] => tp: 90550|90550, fp: 19616|32346, fn: 0|0, tot: 980384|967654 from 1000000
0.073376 | Epoch 108 [67789] => tp: 90550|90550, fp: 22761|37163, fn: 0|0, tot: 977239|962837 from 1000000
0.072916 | Epoch 109 [65134] => tp: 90550|90550, fp: 25416|41348, fn: 0|0, tot: 974584|958652 from 1000000
0.069013 | Epoch 110 [65236] => tp: 90550|90550, fp: 25314|41206, fn: 0|0, tot: 974686|958794 from 1000000
0.063996 | Epoch 111 [66301] => tp: 90550|90550, fp: 24249|39546, fn: 0|0, tot: 975751|960454 from 1000000
0.064056 | Epoch 112 [64738] => tp: 90550|90550, fp: 25812|42060, fn: 0|0, tot: 974188|957940 from 1000000
0.058813 | Epoch 113 [66494] => tp: 90550|90550, fp: 24056|39262, fn: 0|0, tot: 975944|960738 from 1000000
0.059971 | Epoch 114 [65116] => tp: 90550|90550, fp: 25434|41505, fn: 0|0, tot: 974566|958495 from 1000000
0.061020 | Epoch 115 [62345] => tp: 90550|90550, fp: 28205|45684, fn: 0|0, tot: 971795|954316 from 1000000
0.056590 | Epoch 116 [62134] => tp: 90550|90550, fp: 28416|46168, fn: 0|0, tot: 971584|953832 from 1000000
0.053548 | Epoch 117 [61995] => tp: 90550|90550, fp: 28555|46401, fn: 0|0, tot: 971445|953599 from 1000000
0.052545 | Epoch 118 [61664] => tp: 90550|90550, fp: 28886|46849, fn: 0|0, tot: 971114|953151 from 1000000
0.051029 | Epoch 119 [61508] => tp: 90550|90550, fp: 29042|47030, fn: 0|0, tot: 970958|952970 from 1000000
0.045052 | Epoch 120 [61750] => tp: 90550|90550, fp: 28800|46754, fn: 0|0, tot: 971200|953246 from 1000000
0.046501 | Epoch 121 [61308] => tp: 90550|90550, fp: 29242|47264, fn: 0|0, tot: 970758|952736 from 1000000
0.043540 | Epoch 122 [61256] => tp: 90550|90550, fp: 29294|47326, fn: 0|0, tot: 970706|952674 from 1000000
0.042804 | Epoch 123 [61235] => tp: 90550|90550, fp: 29315|47349, fn: 0|0, tot: 970685|952651 from 1000000
0.040133 | Epoch 124 [61235] => tp: 90550|90550, fp: 29315|47349, fn: 0|0, tot: 970685|952651 from 1000000
0.041886 | Epoch 125 [61235] => tp: 90550|90550, fp: 29315|47349, fn: 0|0, tot: 970685|952651 from 1000000
0.037637 | Epoch 126 [61235] => tp: 90550|90550, fp: 29315|47349, fn: 0|0, tot: 970685|952651 from 1000000
0.039838 | Epoch 127 [61235] => tp: 90550|90550, fp: 29315|47349, fn: 0|0, tot: 970685|952651 from 1000000
0.038310 | Epoch 128 [61235] => tp: 90550|90550, fp: 29315|47349, fn: 0|0, tot: 970685|952651 from 1000000
0.033563 | Epoch 129 [61235] => tp: 90550|90550, fp: 29315|47349, fn: 0|0, tot: 970685|952651 from 1000000
0.035798 | Epoch 130 [61235] => tp: 90550|90550, fp: 29315|47349, fn: 0|0, tot: 970685|952651 from 1000000
0.031720 | Epoch 131 [61235] => tp: 90550|90550, fp: 29315|47349, fn: 0|0, tot: 970685|952651 from 1000000
0.031678 | Epoch 132 [61235] => tp: 90550|90550, fp: 29315|47349, fn: 0|0, tot: 970685|952651 from 1000000
0.026575 | Epoch 133 [61235] => tp: 90550|90550, fp: 29315|47349, fn: 0|0, tot: 970685|952651 from 1000000
0.029105 | Epoch 134 [61235] => tp: 90550|90550, fp: 29315|47349, fn: 0|0, tot: 970685|952651 from 1000000
0.029550 | Epoch 135 [61235] => tp: 90550|90550, fp: 29315|47349, fn: 0|0, tot: 970685|952651 from 1000000
0.025205 | Epoch 136 [61235] => tp: 90550|90550, fp: 29315|47349, fn: 0|0, tot: 970685|952651 from 1000000
0.025888 | Epoch 137 [61235] => tp: 90550|90550, fp: 29315|47349, fn: 0|0, tot: 970685|952651 from 1000000
0.025045 | Epoch 138 [61235] => tp: 90550|90550, fp: 29315|47349, fn: 0|0, tot: 970685|952651 from 1000000
0.022478 | Epoch 139 [61235] => tp: 90550|90550, fp: 29315|47349, fn: 0|0, tot: 970685|952651 from 1000000
