

Var[grouping | dispersion]: 1.6448


After each iteration, results will be shown.
0.677314 | Epoch 1 [-264357] => tp: 39867|39867, fp: 304224|960122, fn: 0|0, tot: 695765|39867 from 999989
0.490296 | Epoch 2 [-40510] => tp: 0|0, fp: 643|1973, fn: 39867|39867, tot: 959479|958149 from 999989
0.489437 | Epoch 3 [-3510] => tp: 27887|27887, fp: 19417|66327, fn: 11980|11980, tot: 968592|921682 from 999989
0.481990 | Epoch 4 [-9164] => tp: 19761|19761, fp: 8819|30617, fn: 20106|20106, tot: 971064|949266 from 999989
0.471749 | Epoch 5 [-45844] => tp: 2|2, fp: 5981|19100, fn: 39865|39865, tot: 954143|941024 from 999989
0.450497 | Epoch 6 [-39867] => tp: 0|0, fp: 0|0, fn: 39867|39867, tot: 960122|960122 from 999989
0.438358 | Epoch 7 [-39867] => tp: 0|0, fp: 0|0, fn: 39867|39867, tot: 960122|960122 from 999989
0.418869 | Epoch 8 [-39867] => tp: 0|0, fp: 0|0, fn: 39867|39867, tot: 960122|960122 from 999989
0.420053 | Epoch 9 [-39867] => tp: 0|0, fp: 0|0, fn: 39867|39867, tot: 960122|960122 from 999989
0.396567 | Epoch 10 [-39867] => tp: 0|0, fp: 0|0, fn: 39867|39867, tot: 960122|960122 from 999989
0.379885 | Epoch 11 [-39867] => tp: 0|0, fp: 0|0, fn: 39867|39867, tot: 960122|960122 from 999989
0.376436 | Epoch 12 [-39867] => tp: 0|0, fp: 0|0, fn: 39867|39867, tot: 960122|960122 from 999989
0.371407 | Epoch 13 [-42898] => tp: 0|0, fp: 3031|9849, fn: 39867|39867, tot: 957091|950273 from 999989
0.354455 | Epoch 14 [-41636] => tp: 0|0, fp: 1769|5772, fn: 39867|39867, tot: 958353|954350 from 999989
0.332447 | Epoch 15 [-39867] => tp: 0|0, fp: 0|0, fn: 39867|39867, tot: 960122|960122 from 999989
0.316797 | Epoch 16 [-39867] => tp: 0|0, fp: 0|0, fn: 39867|39867, tot: 960122|960122 from 999989
0.314509 | Epoch 17 [-45806] => tp: 0|0, fp: 5939|19024, fn: 39867|39867, tot: 954183|941098 from 999989
0.300248 | Epoch 18 [-45848] => tp: 0|0, fp: 5981|19099, fn: 39867|39867, tot: 954141|941023 from 999989
0.275687 | Epoch 19 [-45153] => tp: 0|0, fp: 5286|16937, fn: 39867|39867, tot: 954836|943185 from 999989
